49,2,0,1,3,1,0,0,0,0,0,0
23,6,1,1,4,1,0,0,0,0,0,0
39,2,1,1,0,2,0,1,0,1887,9,0
2,2,0,2,1,0,0,0,0,0,16,0
5,0,0,0,0,0,0,0,0,0,14,0
9,2,0,1,5,1,1,0,0,0,0,0
6,2,11,1,4,1,0,0,0,2603,0,35
43,2,1,1,4,2,0,1,0,0,52,0
35,2,1,0,6,0,0,1,0,0,0,0
29,6,5,2,4,4,0,0,0,0,5,0
7,2,0,3,1,0,0,1,0,0,29,0
21,2,1,0,4,3,0,1,0,0,13,0
2,2,12,6,7,4,1,0,114,0,0,0
38,4,1,2,4,0,0,1,0,0,27,0
50,2,2,1,7,1,0,0,0,0,4,0
27,2,1,0,9,5,1,1,0,0,6,0
39,2,1,2,4,4,0,1,0,0,19,0
15,2,5,2,0,4,0,1,0,0,0,0
9,2,3,1,3,1,0,0,0,0,0,0
29,4,6,2,10,0,1,0,0,0,0,0
6,2,7,1,6,1,0,0,5013,0,0,0
38,5,8,1,11,1,0,0,2414,0,0,0
29,2,1,1,2,2,0,1,3137,0,6,0
18,2,5,0,4,0,0,1,0,0,31,0
10,2,1,1,2,1,0,0,0,0,0,0
25,2,1,1,6,1,0,0,0,0,29,0
33,2,1,1,4,1,0,0,0,0,0,0
29,2,0,2,0,4,0,1,0,0,0,0
9,0,1,1,1,1,0,0,0,0,0,0
50,2,0,2,7,0,0,0,0,0,3,0
13,2,5,1,4,2,0,1,0,0,0,33
54,2,1,1,5,1,0,0,2653,0,9,0
33,0,1,1,10,1,0,0,0,0,0,0
11,2,1,0,4,0,0,1,0,0,6,0
37,2,1,1,4,1,0,0,0,0,0,0
51,6,5,0,5,0,0,0,0,0,17,0
4,2,2,2,5,3,0,0,0,0,0,0
22,2,1,0,4,0,0,1,0,0,9,0
32,2,12,0,4,3,0,1,0,0,25,0
2,2,1,1,4,1,0,0,0,0,3,0
19,3,5,0,1,3,1,1,0,0,0,0
30,3,1,0,0,3,0,0,0,0,0,0
18,2,0,1,5,1,0,0,0,0,0,0
12,2,0,1,3,1,0,0,0,0,4,0
0,2,3,0,3,0,0,0,0,0,8,0
51,2,1,2,5,0,0,0,0,0,0,0
2,2,5,4,4,4,0,1,0,0,0,0
21,2,1,0,0,3,0,1,0,0,13,0
6,2,1,2,4,0,0,1,0,0,9,0
37,2,5,0,0,3,0,0,0,0,6,0
0,2,0,0,3,0,0,0,0,0,0,0
5,2,7,1,3,1,0,0,0,0,0,29
17,2,5,2,9,0,0,0,0,0,8,0
22,5,5,0,11,3,0,1,0,0,3,0
2,2,0,0,0,0,0,1,0,0,4,0
17,1,1,1,5,1,1,0,0,0,0,0
50,2,1,0,0,4,0,1,0,0,0,0
0,2,0,0,1,0,0,1,0,0,7,0
31,2,1,0,0,5,0,1,0,0,0,0
6,4,12,4,4,4,1,1,0,0,0,0
34,2,0,2,9,4,4,1,0,0,0,7
15,2,0,0,4,3,0,0,0,0,0,0
14,2,0,1,1,1,0,0,0,0,0,0
31,2,0,0,5,0,0,0,0,0,4,0
49,4,0,1,12,1,0,0,0,0,0,0
37,2,5,1,6,1,0,0,0,0,0,0
23,4,0,1,5,1,0,0,0,0,0,0
9,4,0,2,3,0,0,1,0,0,4,0
4,2,15,1,3,1,0,0,0,0,3,4
14,0,0,1,3,1,0,0,0,0,14,0
8,4,5,0,0,3,1,0,0,0,0,0
6,2,4,1,4,1,0,0,0,0,0,0
19,2,5,1,10,1,0,0,0,0,0,0
6,2,1,1,8,1,0,0,0,0,0,0
23,3,0,0,0,0,0,0,0,0,16,0
14,5,3,0,11,0,0,0,4650,0,6,0
4,6,1,0,0,3,0,1,0,0,7,0
67,2,8,1,2,1,0,0,0,0,21,0
51,2,0,0,9,5,0,0,0,0,0,0
4,2,6,1,10,1,0,0,0,0,3,0
39,1,2,1,1,1,0,0,0,0,20,0
19,2,5,1,5,1,0,0,0,0,0,0
47,2,1,1,3,1,0,0,0,0,0,14
11,2,1,0,6,5,0,0,0,0,0,0
5,2,7,1,9,1,0,0,0,0,29,0
23,2,7,2,0,4,0,1,0,0,16,0
51,2,1,2,1,0,0,1,0,0,24,0
11,2,1,0,7,0,0,0,0,0,14,0
35,2,2,1,6,1,0,0,0,0,0,0
24,2,5,1,5,1,0,0,0,0,16,0
1,2,5,2,6,0,0,0,0,0,0,0
25,2,10,1,3,1,0,0,0,1977,3,0
29,2,1,1,1,2,2,1,0,0,0,4
27,2,5,0,3,0,0,0,0,0,0,0
30,2,0,1,1,1,0,0,7298,0,4,0
30,2,1,2,0,4,0,1,0,0,10,0
29,2,5,2,1,0,0,0,0,0,4,0
