8,2,7,1,1,1,0,0,0,0,0,0
30,2,5,1,6,1,0,0,0,0,0,14
43,2,1,1,1,1,0,0,0,0,4,0
39,0,0,1,1,1,0,0,0,0,0,0
2,2,5,6,4,5,1,1,0,0,3,22
37,2,1,0,7,0,0,0,0,0,0,0
8,2,7,0,7,3,0,0,0,1980,8,0
26,2,5,0,5,3,0,1,0,0,9,0
9,2,1,2,6,0,0,0,0,0,35,0
3,2,5,1,3,2,0,1,0,0,27,0
15,2,5,0,0,0,0,1,0,0,4,0
29,1,5,4,5,4,0,0,0,0,8,0
15,2,5,0,3,0,0,0,8614,0,0,0
0,4,15,1,10,1,0,0,0,0,4,0
15,2,1,0,0,4,0,1,0,0,0,5
20,2,8,1,9,2,0,1,5013,0,3,0
39,5,1,2,11,4,0,1,0,0,19,0
51,2,5,0,0,3,0,1,0,0,12,0
16,2,1,2,0,4,0,1,0,0,18,0
9,1,5,4,4,4,1,1,0,0,4,0
25,6,5,2,1,0,0,0,0,0,0,0
10,2,0,1,4,2,0,1,0,0,0,0
49,1,1,1,5,1,0,0,0,0,0,0
4,0,5,1,12,1,0,0,0,0,0,0
11,2,1,0,5,5,0,0,0,0,16,0
57,2,15,1,8,1,0,0,0,0,17,11
16,2,1,1,4,1,1,0,0,0,0,0
2,5,3,1,11,2,1,1,15024,0,21,0
25,2,0,1,5,1,0,0,0,0,8,0
21,2,5,0,4,3,0,1,0,0,13,0
39,2,0,1,0,1,0,0,0,1902,3,0
8,2,0,1,6,1,0,0,0,0,28,0
35,2,1,2,6,4,0,0,0,0,0,0
51,2,1,1,7,1,0,0,0,0,10,0
18,2,1,1,6,1,0,0,0,0,0,5
19,2,8,2,7,0,0,0,0,0,0,0
10,2,5,1,3,1,0,0,0,0,68,0
2,2,3,0,0,0,0,1,0,0,4,14
38,2,0,1,12,1,0,0,6514,0,54,0
30,2,0,1,12,1,0,0,15024,0,8,0
51,2,5,0,4,3,1,1,0,0,4,0
9,2,5,2,8,0,0,0,0,0,0,0
26,5,5,1,11,2,1,1,2105,0,9,0
29,2,6,1,5,1,0,0,7688,0,0,0
13,2,3,1,1,1,0,0,0,0,4,0
26,2,7,0,12,0,0,0,0,0,0,0
24,2,0,0,5,0,0,1,0,0,2,0
57,2,3,1,3,1,0,0,0,0,0,0
33,2,0,1,1,1,0,0,0,0,3,0
62,1,5,6,8,0,0,1,0,0,51,0
0,2,5,0,6,4,0,1,0,0,0,0
27,2,12,1,2,1,0,0,0,0,0,0
30,2,1,2,4,0,0,1,0,0,0,0
16,6,0,1,5,1,0,0,0,0,3,0
30,4,1,1,4,1,0,0,0,0,0,0
24,2,2,0,5,4,0,1,0,0,6,0
28,2,1,6,0,0,0,1,0,0,26,0
4,2,8,4,2,0,0,0,0,0,0,5
24,6,5,0,6,3,0,0,0,0,7,0
