26,2,5,0,12,3,0,0,0,0,12,0
0,2,5,2,3,0,0,1,0,0,3,0
41,2,12,0,2,3,0,0,0,0,50,0
12,0,6,1,6,1,0,0,0,0,0,0
35,1,10,1,5,1,0,0,0,0,6,0
35,5,1,0,11,4,0,1,0,0,0,0
37,2,0,0,3,0,2,0,13550,0,0,0
22,2,5,0,12,3,0,1,0,0,2,0
49,2,1,1,7,1,0,0,0,0,0,0
37,2,12,1,2,1,0,0,0,0,0,0
30,2,1,4,6,0,0,0,0,0,0,0
35,2,0,1,3,1,0,0,0,0,3,0
11,2,1,0,0,0,0,1,0,0,0,0
21,2,1,0,9,3,1,1,0,0,0,0
52,0,3,1,1,2,0,1,3103,0,0,0
2,3,5,2,0,4,0,1,0,0,0,0
32,2,4,0,4,3,1,0,0,0,7,0
19,2,0,4,0,4,0,0,0,0,8,0
28,2,0,1,1,1,0,0,0,0,4,0
11,2,5,0,2,3,0,0,0,0,19,1
41,2,2,0,5,3,0,1,0,0,9,0
12,3,1,0,4,3,1,0,0,0,0,0
16,2,12,0,9,0,1,0,0,0,0,0
27,2,5,1,6,1,0,0,0,0,23,0
21,2,1,0,6,3,0,0,0,0,3,0
14,1,10,1,3,1,0,0,0,0,16,0
34,0,9,1,3,1,0,0,7688,0,3,0
4,2,0,0,6,3,1,0,0,0,0,0
57,5,1,1,11,1,2,0,0,0,27,28
2,2,5,1,3,1,0,0,0,0,0,0
6,2,5,0,1,0,1,1,0,0,0,0
3,2,0,1,3,1,0,0,7688,0,0,0
12,2,5,0,1,3,0,0,0,0,0,0
0,2,5,0,6,0,0,0,0,0,4,0
12,2,1,4,1,0,0,0,0,0,0,4
31,0,5,0,0,4,2,1,0,0,0,13
25,2,7,1,5,1,0,0,0,0,0,0
8,2,1,1,9,1,0,0,0,0,4,0
22,2,1,0,0,3,0,1,0,0,0,0
5,2,6,2,10,0,0,1,0,0,0,0
0,2,5,0,9,3,0,0,0,0,0,0
12,2,1,1,9,1,0,0,0,0,0,0
4,2,1,1,7,1,0,0,0,0,0,0
45,2,8,1,8,1,0,0,0,0,0,0
12,2,4,1,6,1,0,0,0,0,0,0
8,2,1,0,4,0,4,1,0,0,7,0
29,2,0,1,1,1,1,0,0,1902,0,0
32,2,1,1,6,1,0,0,0,0,13,0
57,2,1,6,6,4,1,1,0,0,0,0
26,5,0,0,11,0,2,0,0,0,13,4
16,2,1,1,1,1,0,0,0,0,11,0
37,2,1,0,2,3,0,0,0,0,48,0
11,2,0,0,2,5,0,1,0,0,0,1
7,4,5,1,7,1,1,0,0,0,0,0
37,2,3,1,3,1,0,0,0,0,16,0
31,2,0,0,0,0,0,1,0,0,3,0
49,6,9,1,3,1,0,0,15024,0,0,0
0,2,1,4,1,0,0,0,14344,0,0,0
10,2,5,0,5,3,0,0,0,0,9,0
30,2,5,2,5,0,0,1,0,0,12,0
35,2,5,1,9,1,0,0,0,0,17,0
9,2,10,1,3,1,0,0,0,0,8,0
63,5,2,1,11,1,0,0,0,0,66,0
55,1,0,1,5,1,0,0,0,0,12,0
0,3,10,0,3,0,0,0,0,0,16,0
31,2,3,0,3,0,0,0,0,0,0,0
10,2,1,0,9,3,0,0,0,0,0,0
34,2,5,2,4,4,0,1,0,0,33,4
29,2,5,1,5,1,0,0,0,0,4,9
25,2,1,1,9,1,0,0,3103,0,28,0
17,2,5,1,3,1,0,0,0,0,0,0
49,2,1,1,6,1,0,0,0,0,0,0
6,6,0,1,0,1,0,0,0,0,0,0
18,1,1,1,7,1,3,0,0,0,0,0
0,2,5,2,5,4,0,1,0,0,0,0
9,2,12,1,1,1,0,0,0,0,0,0
52,2,6,1,5,1,0,0,0,0,6,0
35,2,4,1,6,1,0,0,0,0,7,27
21,0,5,0,4,0,1,0,0,0,30,0
34,1,9,0,3,0,0,1,0,0,3,0
57,6,0,1,1,1,0,0,0,0,4,0
18,2,1,2,6,4,0,1,0,0,17,0
35,2,1,0,1,0,0,0,0,2258,20,0
45,5,5,1,11,1,0,0,3411,0,12,0
31,2,1,0,7,0,0,0,0,0,0,0
55,2,0,2,3,0,0,0,6723,0,0,0
8,3,7,0,3,3,0,0,0,0,0,0
1,4,0,1,12,1,0,0,0,0,11,0
8,2,4,1,2,1,1,0,0,0,17,0
30,2,6,1,10,1,0,0,0,0,0,0
42,2,1,1,7,1,0,0,7688,0,0,0
